Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Chrome 113.0.0.0,,,2023-05-18 07:41:58,2023-05-18 07:41:59,0.612s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Chrome 113.0.0.0,,,2023-05-18 07:41:59,2023-05-18 07:42:00,1.459s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Chrome 113.0.0.0,,,2023-05-18 07:42:00,2023-05-18 07:42:01,0.394s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Chrome 113.0.0.0,,,2023-05-18 07:42:01,2023-05-18 07:42:04,3.200s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_6""))",Chrome 113.0.0.0,,,2023-05-18 07:42:04,2023-05-18 07:42:05,1.069s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Chrome 113.0.0.0,,,2023-05-18 07:42:05,2023-05-18 07:42:06,0.660s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Mark No Show""))",Chrome 113.0.0.0,,,2023-05-18 07:42:06,2023-05-18 07:42:06,0.541s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Confirm""))",Chrome 113.0.0.0,,,2023-05-18 07:42:06,2023-05-18 07:42:07,1.033s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_OK""))",Chrome 113.0.0.0,,,2023-05-18 07:42:07,2023-05-18 07:42:10,2.850s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-18 07:42:10,2023-05-18 07:42:11,0.751s,PASSED
,,,,,,,
Test Cases/Reschedule - Demo,Chrome 113.0.0.0,,,2023-05-18 07:42:11,2023-05-18 07:42:38,26.969s,PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-18 07:42:11,2023-05-18 07:42:13,1.262s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-18 07:42:13,2023-05-18 07:42:13,0.140s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Chrome 113.0.0.0,,,2023-05-18 07:42:13,2023-05-18 07:42:18,5.174s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Chrome 113.0.0.0,,,2023-05-18 07:42:18,2023-05-18 07:42:19,1.009s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Chrome 113.0.0.0,,,2023-05-18 07:42:19,2023-05-18 07:42:20,0.612s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Chrome 113.0.0.0,,,2023-05-18 07:42:20,2023-05-18 07:42:21,1.385s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Chrome 113.0.0.0,,,2023-05-18 07:42:21,2023-05-18 07:42:21,0.407s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Chrome 113.0.0.0,,,2023-05-18 07:42:21,2023-05-18 07:42:25,3.519s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_5""))",Chrome 113.0.0.0,,,2023-05-18 07:42:25,2023-05-18 07:42:26,1.092s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Chrome 113.0.0.0,,,2023-05-18 07:42:26,2023-05-18 07:42:27,0.657s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Chrome 113.0.0.0,,,2023-05-18 07:42:27,2023-05-18 07:42:27,0.519s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Test7- Reschedule/Page_Connect2Clinic/div_Reschedule to next available slotResche_067b5f""))",Chrome 113.0.0.0,,,2023-05-18 07:42:27,2023-05-18 07:42:30,2.459s,PASSED
"click(findTestObject(""Object Repository/Test7- Reschedule/Page_Connect2Clinic/button_Reschedule to next available slot""))",Chrome 113.0.0.0,,,2023-05-18 07:42:30,2023-05-18 07:42:30,0.483s,PASSED
"click(findTestObject(""Object Repository/Test2-Reschedule/Page_Connect2Clinic/div_Appointment RescheduledYour appointment_ad6f80""))",Chrome 113.0.0.0,,,2023-05-18 07:42:30,2023-05-18 07:42:33,2.472s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Chrome 113.0.0.0,,,2023-05-18 07:42:33,2023-05-18 07:42:34,1.519s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Chrome 113.0.0.0,,,2023-05-18 07:42:34,2023-05-18 07:42:35,1.259s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Chrome 113.0.0.0,,,2023-05-18 07:42:35,2023-05-18 07:42:37,1.780s,PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-18 07:42:37,2023-05-18 07:42:38,0.734s,PASSED
