Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 13:48:33,2023-05-17 13:48:34,0.729s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Firefox 113.0,,,2023-05-17 13:48:34,2023-05-17 13:48:35,1.074s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Test7- Reschedule/Page_Connect2Clinic/div_Reschedule to next available slotResche_067b5f""))",Firefox 113.0,,,2023-05-17 13:48:35,2023-05-17 13:48:37,1.689s,PASSED
"click(findTestObject(""Object Repository/Test7- Reschedule/Page_Connect2Clinic/button_Reschedule to next available slot""))",Firefox 113.0,,,2023-05-17 13:48:37,2023-05-17 13:48:37,0.603s,PASSED
"click(findTestObject(""Object Repository/Test2-Reschedule/Page_Connect2Clinic/div_Appointment RescheduledYour appointment_ad6f80""))",Firefox 113.0,,,2023-05-17 13:48:37,2023-05-17 13:48:39,1.787s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 13:48:39,2023-05-17 13:48:42,2.518s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 13:48:42,2023-05-17 13:48:43,0.990s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 13:48:43,2023-05-17 13:48:45,2.283s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 13:48:45,2023-05-17 13:48:46,1.240s,PASSED
,,,,,,,
Test Cases/Reschedule 2 - Demo,Firefox 113.0,,,2023-05-17 13:48:46,2023-05-17 13:49:27,41.010s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 13:48:47,2023-05-17 13:48:50,3.248s,PASSED
maximizeWindow(),Firefox 113.0,,,2023-05-17 13:48:50,2023-05-17 13:48:50,0.024s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 13:48:50,2023-05-17 13:48:51,1.413s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 13:48:51,2023-05-17 13:48:55,3.307s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 13:48:55,2023-05-17 13:48:59,4.162s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 13:48:59,2023-05-17 13:48:59,0.756s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 13:48:59,2023-05-17 13:49:00,0.721s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 13:49:00,2023-05-17 13:49:01,1.088s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 13:49:01,2023-05-17 13:49:02,0.777s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 13:49:02,2023-05-17 13:49:06,4.194s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_6""))",Firefox 113.0,,,2023-05-17 13:49:06,2023-05-17 13:49:07,0.948s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 13:49:07,2023-05-17 13:49:08,0.609s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Firefox 113.0,,,2023-05-17 13:49:08,2023-05-17 13:49:08,0.587s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Reschedule to any other slot""))",Firefox 113.0,,,2023-05-17 13:49:08,2023-05-17 13:49:10,1.973s,PASSED
"verifyElementVisible(findTestObject(""Page_Connect2Clinic/button_Book""))",Firefox 113.0,,,2023-05-17 13:49:10,2023-05-17 13:49:11,0.750s,PASSED
delay(3),Firefox 113.0,,,2023-05-17 13:49:11,2023-05-17 13:49:14,3.005s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Book""))",Firefox 113.0,,,2023-05-17 13:49:14,2023-05-17 13:49:15,0.623s,PASSED
"click(findTestObject(""Object Repository/Test2-Reschedule/Page_Connect2Clinic/div_Appointment RescheduledYour appointment_ad6f80""))",Firefox 113.0,,,2023-05-17 13:49:15,2023-05-17 13:49:20,5.510s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 13:49:20,2023-05-17 13:49:23,2.484s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 13:49:23,2023-05-17 13:49:24,0.979s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 13:49:24,2023-05-17 13:49:26,2.329s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 13:49:26,2023-05-17 13:49:27,1.163s,PASSED
