Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Book Appointment""))",Firefox 113.0,,,2023-05-17 10:02:09,2023-05-17 10:02:10,0.948s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/p_In-Clinic Consultation""))",Firefox 113.0,,,2023-05-17 10:02:10,2023-05-17 10:02:11,0.644s,PASSED
delay(5),Firefox 113.0,,,2023-05-17 10:02:11,2023-05-17 10:02:16,5.063s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Connect2Clinic/button_Save  Continue""))",Firefox 113.0,,,2023-05-17 10:02:16,2023-05-17 10:02:16,0.453s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Save  Continue""))",Firefox 113.0,,,2023-05-17 10:02:16,2023-05-17 10:02:17,0.641s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Mobile Number_patient_no""), ""8919396555"")",Firefox 113.0,,,2023-05-17 10:02:17,2023-05-17 10:02:18,0.786s,PASSED
delay(3),Firefox 113.0,,,2023-05-17 10:02:18,2023-05-17 10:02:21,3.010s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/h5_Sai""))",Firefox 113.0,,,2023-05-17 10:02:21,2023-05-17 10:02:21,0.648s,PASSED
"scrollToPosition(9999999, 9999999)",Firefox 113.0,,,2023-05-17 10:02:21,2023-05-17 10:02:21,0.039s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Connect2Clinic/button_Save  Continue""))",Firefox 113.0,,,2023-05-17 10:02:21,2023-05-17 10:02:22,0.871s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Save  Continue""))",Firefox 113.0,,,2023-05-17 10:02:22,2023-05-17 10:02:23,0.644s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Pay at Clinic""))",Firefox 113.0,,,2023-05-17 10:02:23,2023-05-17 10:02:24,1.510s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Proceed""))",Firefox 113.0,,,2023-05-17 10:02:24,2023-05-17 10:02:25,0.637s,PASSED
delay(5),Firefox 113.0,,,2023-05-17 10:02:25,2023-05-17 10:02:30,5.016s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Okay""))",Firefox 113.0,,,2023-05-17 10:02:30,2023-05-17 10:02:32,1.410s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 10:02:32,2023-05-17 10:02:33,1.054s,PASSED
