Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:26:48,2023-05-17 11:26:49,0.683s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:26:49,2023-05-17 11:26:50,1.051s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:26:50,2023-05-17 11:26:51,0.767s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:26:51,2023-05-17 11:26:54,3.770s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_9""))",Firefox 113.0,,,2023-05-17 11:26:54,2023-05-17 11:26:55,0.962s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:26:55,2023-05-17 11:26:56,0.562s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Cancel""))",Firefox 113.0,,,2023-05-17 11:26:56,2023-05-17 11:26:56,0.593s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Cancellation Reason""))",Firefox 113.0,,,2023-05-17 11:26:56,2023-05-17 11:26:59,2.631s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Patient requested to Reschedule""))",Firefox 113.0,,,2023-05-17 11:26:59,2023-05-17 11:27:00,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Yes""))",Firefox 113.0,,,2023-05-17 11:27:00,2023-05-17 11:27:00,0.656s,PASSED
delay(3),Firefox 113.0,,,2023-05-17 11:27:00,2023-05-17 11:27:03,3.016s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Okay""))",Firefox 113.0,,,2023-05-17 11:27:03,2023-05-17 11:27:07,4.009s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:27:07,2023-05-17 11:27:09,1.649s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:27:09,2023-05-17 11:27:10,0.768s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:27:10,2023-05-17 11:27:12,2.104s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:27:12,2023-05-17 11:27:13,1.242s,PASSED
,,,,,,,
Test Cases/Mark No show - Demo,Firefox 113.0,,,2023-05-17 11:27:13,2023-05-17 11:27:40,27.334s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:27:13,2023-05-17 11:27:17,3.273s,PASSED
maximizeWindow(),Firefox 113.0,,,2023-05-17 11:27:17,2023-05-17 11:27:17,0.014s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 11:27:17,2023-05-17 11:27:21,3.949s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 11:27:21,2023-05-17 11:27:21,0.683s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:27:21,2023-05-17 11:27:22,0.678s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:27:22,2023-05-17 11:27:23,1.248s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:27:23,2023-05-17 11:27:24,0.671s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:27:24,2023-05-17 11:27:27,3.429s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_6""))",Firefox 113.0,,,2023-05-17 11:27:27,2023-05-17 11:27:28,0.953s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:27:28,2023-05-17 11:27:29,0.568s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Mark No Show""))",Firefox 113.0,,,2023-05-17 11:27:29,2023-05-17 11:27:30,0.581s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Confirm""))",Firefox 113.0,,,2023-05-17 11:27:30,2023-05-17 11:27:30,0.988s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_OK""))",Firefox 113.0,,,2023-05-17 11:27:30,2023-05-17 11:27:36,5.291s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:27:36,2023-05-17 11:27:36,0.686s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:27:36,2023-05-17 11:27:37,0.855s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:27:37,2023-05-17 11:27:39,2.083s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:27:39,2023-05-17 11:27:40,1.081s,PASSED
,,,,,,,
Test Cases/Reschedule - Demo,Firefox 113.0,,,2023-05-17 11:27:40,2023-05-17 11:28:08,27.268s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:27:41,2023-05-17 11:27:44,3.267s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 11:27:44,2023-05-17 11:27:48,4.106s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 11:27:48,2023-05-17 11:27:49,0.810s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:27:49,2023-05-17 11:27:50,0.682s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:27:50,2023-05-17 11:27:51,1.137s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:27:51,2023-05-17 11:27:52,0.689s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:27:52,2023-05-17 11:27:56,4.019s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_5""))",Firefox 113.0,,,2023-05-17 11:27:56,2023-05-17 11:27:56,0.942s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:27:56,2023-05-17 11:27:57,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Firefox 113.0,,,2023-05-17 11:27:57,2023-05-17 11:27:58,0.569s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Reschedule to next available slot""))",Firefox 113.0,,,2023-05-17 11:27:58,2023-05-17 11:27:59,1.652s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Okay""))",Firefox 113.0,,,2023-05-17 11:27:59,2023-05-17 11:28:01,2.133s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:28:01,2023-05-17 11:28:04,2.177s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:28:04,2023-05-17 11:28:05,0.963s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:28:05,2023-05-17 11:28:07,1.978s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:28:07,2023-05-17 11:28:08,1.220s,PASSED
,,,,,,,
Test Cases/Reschedule 2 - Demo,Firefox 113.0,,,2023-05-17 11:28:08,2023-05-17 11:28:44,36.722s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:28:08,2023-05-17 11:28:11,3.185s,PASSED
maximizeWindow(),Firefox 113.0,,,2023-05-17 11:28:11,2023-05-17 11:28:11,0.015s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:28:11,2023-05-17 11:28:13,1.289s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:28:13,2023-05-17 11:28:16,3.148s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 11:28:16,2023-05-17 11:28:20,4.490s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 11:28:20,2023-05-17 11:28:21,0.671s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:28:21,2023-05-17 11:28:22,0.673s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:28:22,2023-05-17 11:28:23,1.134s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:28:23,2023-05-17 11:28:23,0.647s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:28:23,2023-05-17 11:28:28,4.365s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_6""))",Firefox 113.0,,,2023-05-17 11:28:28,2023-05-17 11:28:29,0.922s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:28:29,2023-05-17 11:28:29,0.561s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Firefox 113.0,,,2023-05-17 11:28:29,2023-05-17 11:28:30,0.525s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Reschedule to any other slot""))",Firefox 113.0,,,2023-05-17 11:28:30,2023-05-17 11:28:31,1.716s,PASSED
"verifyElementVisible(findTestObject(""Page_Connect2Clinic/button_Book""))",Firefox 113.0,,,2023-05-17 11:28:31,2023-05-17 11:28:32,0.710s,PASSED
delay(3),Firefox 113.0,,,2023-05-17 11:28:32,2023-05-17 11:28:35,3.018s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Book""))",Firefox 113.0,,,2023-05-17 11:28:35,2023-05-17 11:28:36,0.697s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Okay""))",Firefox 113.0,,,2023-05-17 11:28:36,2023-05-17 11:28:39,2.673s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:28:39,2023-05-17 11:28:40,1.781s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:28:40,2023-05-17 11:28:41,0.862s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:28:41,2023-05-17 11:28:43,2.184s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:28:43,2023-05-17 11:28:44,1.092s,PASSED
