Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:06:24,2023-05-17 11:06:25,0.724s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:06:25,2023-05-17 11:06:26,0.991s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:06:26,2023-05-17 11:06:27,0.722s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:06:27,2023-05-17 11:06:30,3.438s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_9""))",Firefox 113.0,,,2023-05-17 11:06:30,2023-05-17 11:06:31,0.990s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:06:31,2023-05-17 11:06:32,0.639s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Cancel""))",Firefox 113.0,,,2023-05-17 11:06:32,2023-05-17 11:06:32,0.597s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Cancellation Reason""))",Firefox 113.0,,,2023-05-17 11:06:32,2023-05-17 11:06:35,2.848s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Patient requested to Reschedule""))",Firefox 113.0,,,2023-05-17 11:06:35,2023-05-17 11:06:36,0.654s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Yes""))",Firefox 113.0,,,2023-05-17 11:06:36,2023-05-17 11:06:37,0.678s,PASSED
delay(3),Firefox 113.0,,,2023-05-17 11:06:37,2023-05-17 11:06:40,3.019s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Okay""))",Firefox 113.0,,,2023-05-17 11:06:40,2023-05-17 11:06:44,4.130s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:06:44,2023-05-17 11:06:46,1.819s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:06:46,2023-05-17 11:06:46,0.857s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:06:46,2023-05-17 11:06:49,2.118s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:06:49,2023-05-17 11:06:50,1.099s,PASSED
,,,,,,,
Test Cases/Mark No show - Demo,Firefox 113.0,,,2023-05-17 11:06:50,2023-05-17 11:07:17,26.814s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:06:50,2023-05-17 11:06:53,3.428s,PASSED
maximizeWindow(),Firefox 113.0,,,2023-05-17 11:06:53,2023-05-17 11:06:53,0.017s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 11:06:53,2023-05-17 11:06:57,3.660s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 11:06:57,2023-05-17 11:06:58,0.665s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:06:58,2023-05-17 11:06:58,0.674s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:06:58,2023-05-17 11:07:00,1.143s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:07:00,2023-05-17 11:07:00,0.657s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:07:00,2023-05-17 11:07:03,3.123s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_6""))",Firefox 113.0,,,2023-05-17 11:07:03,2023-05-17 11:07:04,0.962s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:07:04,2023-05-17 11:07:05,0.576s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_Mark No Show""))",Firefox 113.0,,,2023-05-17 11:07:05,2023-05-17 11:07:06,0.569s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Confirm""))",Firefox 113.0,,,2023-05-17 11:07:06,2023-05-17 11:07:06,0.907s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_OK""))",Firefox 113.0,,,2023-05-17 11:07:06,2023-05-17 11:07:12,5.353s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:07:12,2023-05-17 11:07:12,0.702s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:07:12,2023-05-17 11:07:13,0.719s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:07:13,2023-05-17 11:07:15,2.244s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:07:15,2023-05-17 11:07:17,1.083s,PASSED
,,,,,,,
Test Cases/Reschedule - Demo,Firefox 113.0,,,2023-05-17 11:07:17,2023-05-17 11:07:43,26.579s,PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-17 11:07:17,2023-05-17 11:07:20,3.212s,PASSED
"navigateToUrl(""https://qa.c2cassets.com/doctor/login"")",Firefox 113.0,,,2023-05-17 11:07:20,2023-05-17 11:07:25,4.848s,PASSED
"setText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Login to Virtual Clinic_OTP-input""), ""8072536860"")",Firefox 113.0,,,2023-05-17 11:07:25,2023-05-17 11:07:26,0.702s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Continue""))",Firefox 113.0,,,2023-05-17 11:07:26,2023-05-17 11:07:26,0.682s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Connect2Clinic/input_Edit_password-input""), ""aeHFOx8jV/A="")",Firefox 113.0,,,2023-05-17 11:07:26,2023-05-17 11:07:27,1.142s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Login""))",Firefox 113.0,,,2023-05-17 11:07:27,2023-05-17 11:07:28,0.675s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_No""))",Firefox 113.0,,,2023-05-17 11:07:28,2023-05-17 11:07:31,3.099s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_5""))",Firefox 113.0,,,2023-05-17 11:07:31,2023-05-17 11:07:32,0.956s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_May 17, 2023_MuiSvgIcon-root""))",Firefox 113.0,,,2023-05-17 11:07:32,2023-05-17 11:07:33,0.556s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/span_Reschedule""))",Firefox 113.0,,,2023-05-17 11:07:33,2023-05-17 11:07:33,0.583s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Reschedule to next available slot""))",Firefox 113.0,,,2023-05-17 11:07:33,2023-05-17 11:07:35,1.799s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/button_Okay""))",Firefox 113.0,,,2023-05-17 11:07:35,2023-05-17 11:07:37,1.756s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/svg_Delhi_MuiSvgIcon-root doctor-info-home-icon""))",Firefox 113.0,,,2023-05-17 11:07:37,2023-05-17 11:07:39,2.267s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/div_My Account""))",Firefox 113.0,,,2023-05-17 11:07:39,2023-05-17 11:07:40,0.939s,PASSED
"click(findTestObject(""Object Repository/Page_Connect2Clinic/a_Logout""))",Firefox 113.0,,,2023-05-17 11:07:40,2023-05-17 11:07:42,1.915s,PASSED
closeBrowser(),Firefox 113.0,,,2023-05-17 11:07:42,2023-05-17 11:07:43,1.079s,PASSED
